image_url,top1_class,top1_confidence,top2_class,top2_confidence,top3_class,top3_confidence
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019901414/c_4jo3euRK2vnHqqDwwOaa_null_bigImg_1766561728.jpg,SHENZHAN,29.83,AMTL,16.75,GENUS5,14.26
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080017890619/fxMSE5QXR7OHxRORfAwXsA_null_bigImg_1766561727.jpg,AEW,31.64,EPPELTONE2,20.26,CAPITAL,8.35
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005984424/cIUqBXJySEyT3vZ8Klg0Gm_null_bigImg_1766561727.jpg,VISIONTEK,26.7,HPL1,11.72,MT1,11.21
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080023634381/dwv6Dpk8TSC7wo7vbKBtnJ_Dc5tDKjZVSYJ2wAKkypncCIYRhB3_bigImg_1766561722.jpg,MT2,24.95,CAPITAL,24.62,LANDIS2,17.32
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080009049026/cQHOHoHGSSOhSX98oD1aKe_null_bigImg_1766561721.jpg,CAPITAL,33.82,LANDIS2,23.57,HPL3,9.95
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080034993669/e18N4ssWQguvNfHXyM_1-T_null_bigImg_1766561718.jpg,GENUS1,29.84,HPL3,27.65,GENUS5,17.66
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080027036559/cflxIYOXSIiQWukqZ9LHSc_null_bigImg_1766561713.jpg,LINKWELL,30.23,VISIONTEK,20.09,HPL3,14.22
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080009049026/cQHOHoHGSSOhSX98oD1aKe_null_bigImg_1766561712.jpg,LANDIS2,24.88,CAPITAL,20.59,LAN2,13.52
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015854849/dWAKgBOqQi2mpBIDOp9Cfo_null_bigImg_1766561711.jpg,LANDIS2,41.51,GENUS5,15.52,GENUS1,11.5
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003260835/d4wTk4hnSoeR__46VUsSlS_null_bigImg_1766561710.jpg,LAN2,29.08,LANDIS2,28.92,LAN1,10.78
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024841670/fGPqOnutRvmuwo-T9HFiUd_null_bigImg_1766561710.jpg,HPL1,47.78,BENTEC1,19.23,EPPELTONE1,6.19
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016792931/dosVxSrsR5ioE5qgr1eBgv_null_bigImg_1766561707.jpg,HPL3,43.62,GENUS5,14.48,GENUS1,13.09
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015854849/dWAKgBOqQi2mpBIDOp9Cfo_null_bigImg_1766561707.jpg,GENUS5,22.33,GENUS1,20.19,LANDIS2,13.29
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080020365120/c8Y48_fvTXyzr8-fNLILy5_null_bigImg_1766561705.jpg,LANDIS2,32.25,GENUS4,20.55,EPPELTONE2,16.94
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080043500216/eotspDf-RvKHWwOTmbzrJG_null_bigImg_1766561706.jpg,GENUS5,41.88,HPL3,25.36,LAN1,12.52
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080027036559/cflxIYOXSIiQWukqZ9LHSc_null_bigImg_1766561703.jpg,LINKWELL,35.35,VISIONTEK,23.37,HPL3,8.66
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003260835/d4wTk4hnSoeR__46VUsSlS_null_bigImg_1766561701.jpg,LANDIS2,28.56,HPL2,15.47,GENUS1,14.66
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022886677/dPINGsdrRu-z8aF2Wpcrn4_null_bigImg_1766561697.jpg,HPL1,47.89,LT2,17.67,LT4,9.2
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080001615477/cDAoj3X3Qh-k2BHgxChh8A_null_bigImg_1766561695.jpg,GENUS2,19.51,HPL2,17.74,SARAL,13.99
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080043500216/eotspDf-RvKHWwOTmbzrJG_null_bigImg_1766561693.jpg,GENUS5,39.38,GENUS1,19.61,LAN1,12.04
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019500588/f9KiJtSfTmecefyMJz7s9Y_null_bigImg_1766561686.jpg,LANDIS2,33.67,EPPELTONE2,24.86,SHENZHAN,10.48
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024784672/eNVOjfZ1TeWd_hgCi06Emt_null_bigImg_1766561683.jpg,GENUS5,28.49,LT2,28.31,CAPITAL,14.71
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019500588/f9KiJtSfTmecefyMJz7s9Y_null_bigImg_1766561680.jpg,EPPELTONE2,45.05,AEW,11.57,CAPITAL,7.49
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080001370917/fhFsre2MTBqYv8zPYIBLU2_null_bigImg_1766561677.jpg,LANDIS3,33.83,GENUS4,23.11,LINKWELL,13.83
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080037590066/cU9lLbb_SMe7GXy5pzkt3c_null_bigImg_1766561675.jpg,GENUS1,35.81,HPL1,33.92,LINKWELL,7.15
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024174593/cjH44w9HSXCMfztgllTEq9_null_bigImg_1766561672.jpg,HPL3,44.48,GENUS5,37.06,CAPITAL,14.29
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024194757/diXreI8zT6SZXNsCVMyjjr_null_bigImg_1766561673.jpg,BENTEC2,21.67,LAN1,15.39,LAN2,10.63
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014572152/eclJ-EFFRTKB1xsiQV3efQ_null_bigImg_1766561672.jpg,GENUS1,25.4,LANDIS2,21.67,SHENZHAN,17.21
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080025095508/fcVfRQ2PQZiDTms3T6Mwly_null_bigImg_1766561671.jpg,HPL1,30.61,FLASH,13.33,LT2,11.28
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035954298/forcbPoZTyqkHWr_l95j-9_null_bigImg_1766561671.jpg,SHENZHAN,45.05,GENUS4,15.43,GENUS3,11.36
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080032895767/cflxIYOXSIiQWukqZ9LHSc_null_bigImg_1766561670.jpg,VISIONTEK,27.69,LINKWELL,25.8,CAPITAL,21.09
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004548881/c56z8v96TgmaEZmjYseyw-_null_bigImg_1766561669.jpg,GENUS1,34.26,GENUS5,33.68,LANDIS2,15.58
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080038636884/f9wpl7ExRTuki1uaMB3LtG_null_bigImg_1766561670.jpg,CAPITAL,27.54,EPPELTONE1,23.29,LAN2,18.22
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080011673805/cE-UuSJgSFGpE5humrvvzi_null_bigImg_1766561668.jpg,LANDIS2,17.63,GENUS2,16.7,LAN1,16.33
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016959803/dBgbuV5tRZi6BqcRwm04Eq_null_bigImg_1766561668.jpg,HPL2,47.71,HPL1,16.99,MAXWALL,7.33
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080020365039/c8Y48_fvTXyzr8-fNLILy5_null_bigImg_1766561663.jpg,GENUS1,47.83,MT1,22.45,MT2,17.82
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024194757/diXreI8zT6SZXNsCVMyjjr_null_bigImg_1766561663.jpg,BENTEC2,15.13,GENUS5,14.86,LAN1,13.9
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080032895767/cflxIYOXSIiQWukqZ9LHSc_null_bigImg_1766561661.jpg,LINKWELL,43.61,VISIONTEK,31.2,CAPITAL,9.38
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040569909/clA5E8HHQDaSAneVIwS-4z_null_bigImg_1766561657.jpg,HPL3,44.88,GENUS1,18.23,GENUS5,10.08
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022886677/dPINGsdrRu-z8aF2Wpcrn4_null_bigImg_1766561657.jpg,FLASH,40.13,CAPITAL,22.59,LT2,15.3
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035954298/forcbPoZTyqkHWr_l95j-9_null_bigImg_1766561646.jpg,SHENZHAN,40.93,LINKWELL,7.54,CAPITAL,7.31
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080031044078/edPH7_W4SM2rfM5HTQPlvN_null_bigImg_1766561646.jpg,LANDIS2,24.46,HPL1,23.67,BENTEC2,21.2
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080021180452/e3L5FZgoRMGR3d3i0jGxIO_null_bigImg_1766561645.jpg,LANDIS2,37.19,GENUS1,34.16,MT1,17.63
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080013249331/c8Bwz5ACQ9apbIyY6bJ4vP_null_bigImg_1766561637.jpg,GENUS2,42.39,LANDIS2,33.8,MT2,12.86
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080042432148/fMbpgzXhQMG2SNWN9fqaES_null_bigImg_1766561636.jpg,MT2,20.33,LANDIS2,9.93,HPL2,8.43
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080021180452/e3L5FZgoRMGR3d3i0jGxIO_null_bigImg_1766561635.jpg,GENUS1,43.55,MT1,43.08,LAN1,7.51
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015420443/dVQwprlgRiilkOg-u66jWF_null_bigImg_1766561632.jpg,EPPELTONE2,40.37,FLASH,16.97,AMTL,11.02
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080006812418/fYdzts_ER9ulkFVqwVh9ey_null_bigImg_1766561631.jpg,GENUS1,43.52,GENUS5,28.25,SHENZHAN,23.21
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002374009/cNHn_PpiTIWXDlq1CH43Tx_null_bigImg_1766561629.jpg,SHENZHAN,41.65,HPL3,20.47,VISIONTEK,8.6
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003069673/dtqiMLFIT3yErXRl9y32Jw_null_bigImg_1766561618.jpg,GENUS1,31.12,LT1,24.82,VISIONTEK,12.6
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005557188/di7o6uhwQuySsbr5fbx5Mx_null_bigImg_1766561617.jpg,GENUS1,46.68,LAN2,36.42,LANDIS2,8.94
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004066520/f-ZD_lOrSxWgt2UEuunhhs_null_bigImg_1766561615.jpg,LANDIS1,44.9,LANDIS3,43.58,LANDIS2,8.2
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002374009/cNHn_PpiTIWXDlq1CH43Tx_null_bigImg_1766561615.jpg,SHENZHAN,45.97,HPL3,17.77,VISIONTEK,11.62
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024988745/eQ7ENjbwRqiGd9R1pU43Oi_null_bigImg_1766561610.jpg,LT4,48.71,CAPITAL,24.21,AEW,15.06
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080010636324/e2nJQQ9LS3uc6bDVKPHCg1_null_bigImg_1766561607.jpg,AMTL,24.36,LT4,20.22,EPPELTONE1,13.67
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080007459623/fQQigGvpSe-lXfd3e_qw6v_null_bigImg_1766561606.jpg,LINKWELL,49.03,VISIONTEK,35.72,MT2,12.44
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035114109/f9wpl7ExRTuki1uaMB3LtG_null_bigImg_1766561605.jpg,GENUS1,36.08,LAN2,31.59,GENUS2,10.23
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003069673/dtqiMLFIT3yErXRl9y32Jw_null_bigImg_1766561605.jpg,GENUS1,23.9,VISIONTEK,18.22,LT1,15.17
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080023740097/cTs8gac2Rt27yLCppJj5VL_null_bigImg_1766561604.jpg,HPL3,25.91,CAPITAL,15.86,GENUS1,13.36
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080010421503/ex_vUDz9RfyAMoT56l6bUl_null_bigImg_1766561602.jpg,LT1,40.72,LT4,28.91,GENUS1,8.73
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080013687225/eUs1fUaJSGGDoViKKmhZBb_null_bigImg_1766561603.jpg,LINKWELL,39.89,GENUS1,21.44,SHENZHAN,7.54
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040493464/ecDnomIHT6qpn_7wS9HFA8_null_bigImg_1766561598.jpg,LT1,15.98,HPL3,15.23,CAPITAL,12.8
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080038114023/e2lwh5PSSEemSR-Bq3pmA-_null_bigImg_1766561598.jpg,GENUS1,43.64,GENUS5,28.44,LAN1,12.4
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080011734516/e1FCjgkvSUGdfuMveAIF38_null_bigImg_1766561596.jpg,LT2,34.55,EPPELTONE1,28.97,LT4,11.08
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080001390170/d1kY_WZqRySb6xqr304ul5_null_bigImg_1766561595.jpg,LT1,35.22,GENUS2,34.82,AVON1,7.38
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080007765292/csLu827VQtCYW9j3soBPOA_null_bigImg_1766561595.jpg,GENUS4,15.06,GENUS5,11.58,EPPELTONE1,9.54
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016798235/dosVxSrsR5ioE5qgr1eBgv_null_bigImg_1766561593.jpg,SHENZHAN,26.77,GENUS1,24.42,EPPELTONE2,22.99
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080006547899/eadHYNNFSIuXHNC_Du4EOx_null_bigImg_1766561584.jpg,GENUS5,33.34,LAN1,26.52,GENUS1,20.35
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080035801853/fa2XtouyS9KD-gDmFqi9L5_null_bigImg_1766561583.jpg,AEW,48.91,CAPITAL,42.04,LT4,5.34
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014348702/f04SATctThiSn4fjyXmayG_null_bigImg_1766561582.jpg,LANDIS2,39.73,SHENZHAN,37.24,EPPELTONE2,6.23
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080008994024/ffxHMNpSQrOaSJAvZTs48G_null_bigImg_1766561581.jpg,VISIONTEK,44.42,SHENZHAN,23.36,LINKWELL,21.77
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080034155111/e18N4ssWQguvNfHXyM_1-T_null_bigImg_1766561580.jpg,LT4,44.56,LAN1,37.93,LT1,5.26
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014155032/clxLBACYREStPNAxS2SVl1_null_bigImg_1766561574.jpg,EPPELTONE1,37.01,CAPITAL,35.92,LT2,17.02
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080037976919/dYLpS7cySkS_013j_Q-lcQ_null_bigImg_1766561568.jpg,LANDIS2,49.17,LAN2,17.51,VISIONTEK,6.89
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040018154/cU9lLbb_SMe7GXy5pzkt3c_null_bigImg_1766561563.jpg,GENUS5,23.71,GENUS1,19.37,LAN1,15.02
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080037976919/dYLpS7cySkS_013j_Q-lcQ_null_bigImg_1766561562.jpg,LAN2,31.53,GENUS5,26.88,LANDIS2,18.41
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003980457/flmmnajnRkWXH-EzrXbCZ0_null_bigImg_1766561557.jpg,GENUS1,25.44,BENTEC1,11.35,HPL2,10.45
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080040018154/cU9lLbb_SMe7GXy5pzkt3c_null_bigImg_1766561556.jpg,LAN1,41.67,CAPITAL,12.04,GENUS5,11.39
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022471819/c03SYL3nSRqi_YcVhmNU6V_null_bigImg_1766561555.jpg,GENUS2,45.22,LANDIS1,33.54,LANDIS2,3.84
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003646322/clA5E8HHQDaSAneVIwS-4z_null_bigImg_1766561554.jpg,SARAL,44.66,LANDIS2,20.3,HPL2,14.82
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080007387444/dH-c2EMaRl-n2SEfsdC52B_null_bigImg_1766561550.jpg,LANDIS2,22.09,EPPELTONE2,9.55,MT1,9.18
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003159383/cxbfIAuaQkSs2MD47ofAcP_null_bigImg_1766561548.jpg,VISIONTEK,47.22,CAPITAL,19.5,HPL3,12.79
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016757934/dm_gwEC1RE-f2Y9gnXQqSc_null_bigImg_1766561546.jpg,VISIONTEK,46.2,HPL3,15.97,EPPELTONE2,6.77
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080036068072/fs9a3woeQPqZ3_22ehxkPN_null_bigImg_1766561546.jpg,GENUS2,31.33,GENUS4,22.27,GENUS3,15.98
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003980457/flmmnajnRkWXH-EzrXbCZ0_null_bigImg_1766561545.jpg,EPPELTONE2,20.73,HPL3,15.89,BENTEC2,13.16
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080022471819/c03SYL3nSRqi_YcVhmNU6V_null_bigImg_1766561544.jpg,GENUS2,35.29,LANDIS1,26.01,AVON1,8.61
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004541936/f9KM-E1nQ5GMGUnnwoKSwh_null_bigImg_1766561543.jpg,CAPITAL,23.82,VISIONTEK,16.99,AEW,8.33
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024229975/cfbXQqerRzSy16iTxHM5ih_null_bigImg_1766561542.jpg,GENUS5,37.8,MT1,20.65,LAN2,17.56
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080007387444/dH-c2EMaRl-n2SEfsdC52B_null_bigImg_1766561542.jpg,LAN1,39.06,GENUS1,18.0,GENUS5,6.28
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003159383/cxbfIAuaQkSs2MD47ofAcP_null_bigImg_1766561541.jpg,LINKWELL,48.22,HPL3,16.46,CAPITAL,11.95
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080012712271/fU0IZeAWS9-_gzRdD7VoOG_null_bigImg_1766561540.jpg,LT4,41.33,LT1,36.1,FLASH,5.3
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080024229975/cfbXQqerRzSy16iTxHM5ih_null_bigImg_1766561537.jpg,GENUS1,49.52,GENUS5,21.1,LAN2,9.32
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080016757934/dm_gwEC1RE-f2Y9gnXQqSc_null_bigImg_1766561536.jpg,VISIONTEK,42.6,HPL3,11.53,EPPELTONE1,5.94
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080038316388/cvlYyJc8SWOs8tHO1aHsP9_null_bigImg_1766561535.jpg,BENTEC1,26.38,LAN2,26.23,LANDIS2,8.45
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080033795495/fV_Z3CFcRL2P-Gl-MN4J4s_null_bigImg_1766561528.jpg,CAPITAL,49.33,HPL2,21.35,MT2,4.69
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080007765292/csLu827VQtCYW9j3soBPOA_null_bigImg_1766561526.jpg,EPPELTONE1,18.99,HPL1,14.0,MT1,9.48
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080003160688/dkMtB4FIQ2y2YTIzudg8MV_null_bigImg_1766561519.jpg,EPPELTONE2,46.41,AMTL,46.33,CAPITAL,3.34
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080033791809/cNHn_PpiTIWXDlq1CH43Tx_null_bigImg_1766561519.jpg,LAN1,42.14,CAPITAL,23.1,HPL3,6.84
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080043346503/cU9lLbb_SMe7GXy5pzkt3c_null_bigImg_1766561510.jpg,SHENZHAN,24.09,GENUS4,8.4,CAPITAL,6.89
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080027190018/fnaL5dK_SLG59vEa5t7C_w_null_bigImg_1766561507.jpg,LAN2,41.03,GENUS1,26.95,LANDIS2,10.15
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080027190018/fnaL5dK_SLG59vEa5t7C_w_null_bigImg_1766561499.jpg,GENUS5,39.53,GENUS1,25.33,LANDIS2,7.59
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002692012/f1JViNg_SU2mVvCFc5KKyI_null_bigImg_1766561497.jpg,LANDIS2,15.24,ELYMER2,12.98,LT1,12.83
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080015862255/eYvGqD1zRhmT8UFN9J0M3F_null_bigImg_1766561497.jpg,LT1,28.98,GENUS1,20.91,HPL3,19.88
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080043346503/cU9lLbb_SMe7GXy5pzkt3c_null_bigImg_1766561493.jpg,SHENZHAN,15.93,LANDIS2,15.0,LANDIS3,11.57
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080010855502/d2WelfQAQnqiuYroIbgOew_null_bigImg_1766561494.jpg,CAPITAL,45.96,ELYMER1,17.84,BENTEC1,8.45
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004389963/eO-qAeRRS1i2jHhQBAazsZ_null_bigImg_1766561492.jpg,SHENZHAN,33.65,EPPELTONE2,20.15,LANDIS2,15.17
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080025024334/fPUgNiKwRTSiZh24jqH6pP_null_bigImg_1766561491.jpg,LANDIS2,28.66,VISIONTEK,25.66,LINKWELL,14.29
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005072485/f-BrmNzYQ5icovYr8IyoFC_null_bigImg_1766561487.jpg,LINKWELL,25.26,LANDIS2,17.61,HPL3,9.91
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080011333418/c7xru18DRpep7au4cysuNf_null_bigImg_1766561484.jpg,LT2,14.99,EPPELTONE1,13.6,LT4,13.42
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002692012/f1JViNg_SU2mVvCFc5KKyI_null_bigImg_1766561484.jpg,LANDIS1,33.52,SARAL,11.69,ELYMER2,9.25
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080005072485/f-BrmNzYQ5icovYr8IyoFC_null_bigImg_1766561480.jpg,LINKWELL,24.2,LANDIS2,18.48,GENUS1,12.11
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080002935809/fFqTXPJVSrW13_RaGHPL2i_null_bigImg_1766561476.jpg,GENUS1,42.81,GENUS2,31.59,GENUS5,5.93
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019879891/ecDnomIHT6qpn_7wS9HFA8_null_bigImg_1766561475.jpg,HPL2,22.3,HPL1,17.16,LANDIS2,13.83
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019879891/ecDnomIHT6qpn_7wS9HFA8_null_bigImg_1766561471.jpg,LANDIS2,23.48,LT1,14.84,HPL2,7.95
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080037593201/f9wpl7ExRTuki1uaMB3LtG_null_bigImg_1766561470.jpg,GENUS1,45.16,LAN2,31.54,SHENZHAN,10.26
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080008246243/fnc1EA49R2yrXu1E19ZAoa_null_bigImg_1766561470.jpg,GENUS5,45.53,GENUS1,27.92,MT1,10.46
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080027394636/faLJ5yfLR42MkXthm6AlOL_null_bigImg_1766561468.jpg,LANDIS2,41.39,HPL2,34.66,EPPELTONE2,6.21
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080014777603/e0bpCBlUToCVp0iAu9N94A_null_bigImg_1766561469.jpg,GENUS5,40.74,GENUS1,22.53,MT1,16.94
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080008246243/fnc1EA49R2yrXu1E19ZAoa_null_bigImg_1766561464.jpg,GENUS1,48.96,EPPELTONE2,14.65,GENUS5,9.41
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080007787775/d7wtY3vYQ5Wp4qDbREIjMg_null_bigImg_1766561463.jpg,GENUS3,41.4,GENUS2,17.95,AVON2,10.01
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080006170619/eM9J4HuCT_yCDUsJeFq4KQ_null_bigImg_1766561463.jpg,LAN1,36.63,GENUS5,32.38,MT1,11.07
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080027394636/faLJ5yfLR42MkXthm6AlOL_null_bigImg_1766561458.jpg,GENUS1,24.8,HPL2,23.56,LANDIS2,13.06
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080019434259/c_4jo3euRK2vnHqqDwwOaa_null_bigImg_1766561456.jpg,GENUS1,40.46,EPPELTONE2,16.07,SHENZHAN,15.11
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080004506095/d4wTk4hnSoeR__46VUsSlS_null_bigImg_1766561443.jpg,LANDIS2,44.1,LANDIS1,27.6,FLASH,10.95
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080023178934/cTs8gac2Rt27yLCppJj5VL_null_bigImg_1766561440.jpg,LAN2,24.88,EPPELTONE2,15.43,MT1,10.76
https://mrdt.s3.ap-south-1.amazonaws.com/MeterReading/TPCODL/080017366859/fLOi7uh4SjadS7-WBFW6cM_null_bigImg_1766561440.jpg,VISIONTEK,49.67,LINKWELL,19.81,HPL3,10.72
